,x
33404_at,-0.182063647
33405_at,-0.334796715
33406_at,-0.028306019
33407_at,-0.066390635
33408_at,-0.094745557
33409_at,0.036590359
33410_at,-0.220523094
33411_g_at,-0.303235463
33412_at,-0.107843452
33413_at,-0.171163722
33414_at,-0.063432751
33415_at,0.037022232
33416_at,0.014394622
33417_at,0.021221619
33418_at,0.061660651
33419_at,0.040527744
33420_g_at,0.034708832
33421_s_at,-0.081001683
33422_at,0.092785265
33423_g_at,0.110220176
33424_at,-0.029917701
33425_at,0.05561571
33426_at,-0.003146112
33427_s_at,-0.085633942
33428_s_at,-0.066139125
33429_at,0.078815045
33430_at,0.100755862
33431_at,0.014459319
33432_at,0.06727004
33433_at,0.11452969
33434_at,0.080029233
33435_r_at,0.157727087
33436_at,-0.2515133
33437_at,0.066769702
33438_at,0.010523381
33439_at,-0.4054811
33440_at,-0.254405543
33441_at,-0.034443577
33442_at,-0.191990307
33443_at,-0.053228402
33444_at,0.006669908
33445_at,0.071419084
33446_at,-0.291184267
33447_at,0.088793938
33448_at,-0.029542104
33449_at,0.011014852
33450_at,0.022457478
33451_s_at,0.045611856
33452_at,-0.140090724
33453_at,0.057132065
33454_at,-0.016986867
33455_at,0.009602132
33456_at,0.014485994
33457_at,-0.031037086
33458_r_at,-0.014571768
33459_at,0.013713045
33460_at,0.16627687
33461_at,-0.17066493
33462_at,0.000974642
33463_at,-0.038976036
33464_at,0.013221144
33465_at,0.063319415
33466_at,-0.02036173
33467_at,-0.001685643
33468_at,0.009853958
33469_r_at,0.035925651
33470_at,-0.006279413
33471_g_at,0.004048866
33472_at,0.01471102
33473_at,0.110568392
33474_at,-0.01181834
33475_at,0.026804149
33476_at,0.037053605
33477_at,0.073273013
33478_at,0.046483801
33479_g_at,0.028432077
33480_at,0.030051286
33481_at,0.045421575
33482_at,0.030608181
33483_at,0.469775118
33484_at,0.103724132
33485_at,0.030417666
33486_at,0.062415059
33487_at,-0.237159281
33488_at,0.029832712
33489_at,0.028641638
33490_at,0.074416878
33491_at,0.026580571
33492_at,0.005414779
33493_at,0.003710577
33494_at,0.128377529
33495_at,-0.002035993
33496_at,0.014551707
33497_at,0.00198761
33498_at,0.01560399
33499_s_at,-0.020950622
335_r_at,-0.019580055
33500_i_at,-0.027477399
33501_r_at,-0.004691661
33502_at,-0.000527927
33503_at,-0.00947928
33504_at,-0.000180563
33505_at,0.008394904
33506_at,-0.012207163
33507_g_at,-0.075086181
33508_at,-0.050659459
33509_at,-0.009382865
33510_s_at,0.045878408
33511_at,0.012608185
33512_at,0.0113579
33513_at,0.049320875
33514_at,0.000588744
33515_at,0.014709277
33516_at,0.37668841
33517_f_at,0.171003718
33518_f_at,0.174362349
33519_at,-0.01927028
33520_at,-0.012299483
33521_at,0.002541997
33522_at,0.002299497
33523_at,0.016773779
33524_at,0.097688064
33525_at,0.019319596
33526_at,0.017507997
33527_at,-0.040495373
33528_at,0.036660849
33529_at,0.012899496
33530_at,0.072452023
33531_at,0.059619373
33532_at,-0.082456209
33533_at,-0.006558879
33534_at,-0.205073024
33535_at,0.027084286
33536_at,0.055189111
33537_at,0.024035451
33538_at,-0.211995671
33539_at,0.021818705
33540_at,0.064649551
33541_s_at,-0.005218446
33542_at,0.14051149
33543_s_at,0.000969091
33544_at,0.060113266
33545_at,0.006264886
33546_at,0.00927896
33547_i_at,0.026684018
33548_f_at,0.01238962
33549_at,0.031660445
33550_at,0.063429467
33551_s_at,0.01255822
33552_at,0.026165359
33553_r_at,-0.012261961
33554_at,0.013483977
33555_at,0.022866401
33556_at,-0.005101294
33557_at,0.036556082
33558_at,0.006187258
33559_at,-0.004072052
33560_at,0.069406649
33561_at,0.098360559
33562_g_at,0.009825722
33563_s_at,0.038967306
33564_at,0.042860615
33565_at,0.029278715
33566_at,-0.013276344
33567_at,-0.005367959
33568_at,-0.010667917
33569_at,0.004415012
33570_at,0.004775811
33571_at,0.004517288
33572_at,-0.067511765
33573_at,0.010203627
33574_at,0.028576473
33575_at,0.011262789
33576_at,-0.062621025
33577_at,0.005339669
33578_at,0.020401993
33579_i_at,0.009662131
33580_r_at,0.010217137
33581_at,-0.00339946
33582_s_at,-0.034202691
33583_r_at,-0.001341246
33584_at,0.043609305
33585_at,0.009194113
33586_at,0.032431433
33587_f_at,0.003537499
33588_at,0.019420652
33589_at,0.009441585
33590_at,0.039791947
33591_at,0.028354248
33592_at,0.0094401
33593_at,-0.002162509
33594_at,0.011503601
33595_r_at,-0.014258239
33596_at,-0.014014331
33597_at,-0.031929916
33598_r_at,0.045923283
33599_at,0.023854113
336_at,0.082493258
33600_at,0.008094468
33601_at,-0.010757789
33602_at,0.0116395
33603_at,-0.01633974
33604_at,0.041069362
33605_at,-0.042961315
33606_g_at,-0.036378513
33607_at,0.02116328
33608_at,0.007534825
33609_at,0.012991488
33610_at,0.035204957
33611_g_at,0.052845881
33612_at,0.011905991
33613_at,-0.009637917
33614_at,0.008818811
33615_at,0.011205778
33616_at,-0.03784283
33617_s_at,-0.003359087
33618_at,0.015445468
33619_at,0.024251146
33620_at,0.027768631
33621_at,0.005439935
33622_at,-0.000479353
33623_g_at,0.009823296
33624_at,0.010497486
33625_g_at,0.027130685
33626_at,0.07922645
33627_at,-0.000144803
33628_g_at,0.018524016
33629_at,0.012788946
33630_s_at,-0.000895164
33631_at,0.113698526
33632_g_at,0.052533297
33633_at,0.002139824
33634_at,-0.008317114
33635_at,-0.126666035
33636_at,0.02531144
33637_g_at,0.135310554
33638_at,0.003192837
33639_g_at,-0.028472805
33640_at,0.015276792
33641_g_at,-0.093853508
33642_s_at,-0.035743096
33643_at,0.013644073
33644_at,0.048089645
33645_at,0.006408341
33646_g_at,-0.075041019
33647_s_at,-0.029212745
33648_at,0.007095501
33649_at,-0.015211525
33650_at,0.059775018
33651_at,-0.001211485
33652_at,0.043556525
33653_at,0.02410496
33654_at,0.370662112
33655_f_at,0.485458394
33656_at,0.011693557
33657_at,0.041574331
33658_at,0.126813571
33659_at,-0.038756675
33660_at,0.019045796
33661_at,0.060400085
33662_at,-0.066100808
33663_at,0.101125235
33664_g_at,0.090950355
33665_s_at,-0.001809896
33666_at,0.052520084
33667_at,-0.003728327
33668_at,0.011657812
33669_at,0.087305476
33670_at,-0.014283346
33671_f_at,0.203217283
33672_f_at,-0.056537413
33673_r_at,0.046965832
33674_at,-0.015475555
33675_at,-0.013620104
33676_at,0.005420761
33677_at,0.019301547
33678_i_at,-0.024227086
33679_f_at,-0.017698102
33680_f_at,0.19955311
33681_at,0.012776032
33682_at,0.011224772
33683_at,-0.036379758
33684_at,0.005078125
33685_at,-0.012765976
33686_at,0.008773587
33687_at,0.123978145
33688_at,0.014895891
33689_s_at,-0.004036924
33690_at,-0.060126506
33691_at,0.030201149
33692_at,0.022564568
33693_at,0.018396738
33694_at,0.013764095
33695_at,0.02414604
33696_at,0.019398026
33697_at,0.015496027
33698_at,-0.01206892
33699_at,-0.07891673
337_at,0.060726529
33700_at,-0.243747281
33701_at,-0.31826466
33702_f_at,-0.285049791
33703_f_at,-0.131208177
33704_at,0.049124653
33705_at,-0.390294412
33706_at,0.02587097
33707_at,0.016233972
33708_at,0.101521319
33709_at,-0.015052237
33710_at,0.016175267
33711_at,0.011715584
33712_at,0.004022278
33713_at,0.03312895
33714_at,0.034689869
33715_r_at,0.273601604
33716_at,-0.080587613
33717_at,0.029473591
33718_at,0.0090269
33719_at,-0.014828811
33720_at,0.146195735
33721_at,-0.410588268
33722_at,-0.07992273
33723_at,0.070305933
33724_at,0.053257068
33725_at,0.047704946
33726_at,0.169991559
33727_r_at,-0.015517638
33728_at,0.009390551
33729_at,0.021281098
33730_at,-0.180318073
33731_at,0.00683713
33732_at,0.005381161
33733_at,-0.044136988
33734_at,0.152848816
33735_at,0.05875119
33736_at,0.01564828
33737_f_at,-0.000437561
33738_r_at,0.009841547
33739_at,0.021432328
33740_at,-0.008217347
33741_at,0.023051817
33742_f_at,0.007234474
33743_at,0.04983661
33744_at,0.026260872
33745_at,0.029551705
33746_at,0.12031524
33747_s_at,0.063694582
33748_at,-0.021115056
33749_at,-0.074079148
33750_at,-0.018086739
33751_at,0.011322875
33752_at,-0.039528872
33753_at,-0.081448731
33754_at,0.02921618
33755_at,0.021562336
33756_at,-0.009426353
33757_f_at,-0.005438769
33758_f_at,-0.025974915
33759_at,0.072722342
33760_at,0.075718179
33761_s_at,-0.141779032
33762_r_at,0.036250488
33763_at,-0.039826693
33764_at,-0.007628081
33765_at,0.064309781
33766_at,-0.019157219
33767_at,0.236199773
33768_at,0.000706084
33769_at,-0.007527814
33770_at,0.058484233
33771_at,0.050920113
33772_at,-0.036329533
33773_at,0.130579084
33774_at,-0.027999964
33775_s_at,0.004450106
33776_at,0.175006036
33777_at,0.012360497
33778_at,-0.014943735
33779_at,-0.020367385
33780_at,-0.030204354
33781_s_at,0.070702365
33782_r_at,0.034261884
33783_at,-0.051199068
33784_at,0.030714069
33785_at,-0.024912381
33786_r_at,0.012340451
33787_at,-0.077381611
33788_at,-0.007537697
33789_at,-0.01109212
33790_at,-0.007160651
33791_at,0.203734345
33792_at,-0.004798786
33793_at,0.073917371
33794_g_at,-0.004350784
33795_at,0.00470071
33796_at,0.209055742
33797_at,0.130368037
33798_at,-0.006383354
33799_at,0.015965765
338_at,0.017976514
33800_at,-0.367260525
33801_at,-0.005785781
33802_at,-0.144016991
33803_at,-0.002691956
33804_at,0.048756279
33805_at,0.074915616
33806_at,0.011541346
33807_at,-0.039411621
33808_at,-0.004976763
33809_at,-0.525740693
33810_at,-0.028296266
33811_at,0.045304026
33812_at,-0.030599971
33813_at,0.092124693
33814_at,-0.038447603
33815_at,0.053921982
33816_at,0.005756307
33817_at,0.044359627
33818_at,-0.007548648
33819_at,-0.002791322
33820_g_at,0.004197318
33821_at,0.026480141
33822_at,-0.043770539
33823_at,-0.203445068
33824_at,-0.123722967
33825_at,-0.219030941
33826_at,0.144216018
33827_at,0.034736173
33828_at,-0.004380966
33829_at,0.046593286
33830_at,0.012122858
33831_at,0.009985759
33832_at,0.013695038
33833_at,-0.230435925
33834_at,-0.066529066
33835_at,-0.046829823
33836_at,-0.049673188
33837_at,0.152187758
33838_at,0.043597868
33839_at,-0.045990535
33840_at,-0.109266262
33841_at,-0.009903763
33842_at,0.031877253
33843_g_at,-0.009811903
33844_at,0.016795346
33845_at,0.007886111
33846_at,0.014023785
33847_s_at,-0.190453248
33848_r_at,-0.068008649
33849_at,-0.071214235
33850_at,0.020943026
33851_at,0.008179497
33852_at,-0.032664267
33853_s_at,-0.019593901
33854_at,-0.069652929
33855_at,0.02092418
33856_at,-0.040690719
33857_at,0.025940229
33858_at,0.022051495
33859_at,0.018859673
33860_at,0.108372382
33861_at,0.034402537
33862_at,-0.165096221
33863_at,-0.027371424
33864_at,-0.137814975
33865_at,-0.206558118
33866_at,-0.425604782
33867_s_at,-0.432217825
33868_at,-0.007092221
33869_at,0.080040699
33870_at,0.034828832
33871_s_at,-0.019710725
33872_at,-0.013629222
33873_at,0.01625132
33874_at,0.032283484
33875_at,-0.019426515
33876_at,-0.93905446
33877_s_at,0.032309462
33878_at,-0.027391856
33879_at,-0.05562638
33880_at,-0.092930331
33881_at,-0.037838685
33882_at,-0.038727024
33883_at,-0.069690353
33884_s_at,0.053418166
33885_at,0.006272438
33886_at,0.083665058
33887_at,0.017155277
33888_at,-0.039330949
33889_s_at,0.049540344
33890_at,-0.181003427
33891_at,-0.10311806
33892_at,-0.188250897
33893_r_at,0.003100015
33894_at,0.150167421
33895_at,-0.226910015
33896_at,0.061234343
33897_at,0.051010793
33898_at,0.041815048
33899_at,-0.008285932
339_at,0.224270277
33900_at,-0.043240822
33901_at,0.060551184
33902_at,0.024822004
33903_at,0.022679555
33904_at,-0.269851792
33905_at,-0.016400858
33906_at,0.101236501
33907_at,-0.052765235
33908_at,0.030776648
33909_at,-0.018885998
33910_at,-0.032119162
33911_at,-0.105122261
33912_at,0.088234852
33913_at,0.023697951
33914_r_at,0.268688489
33915_at,-0.004424667
33916_at,-0.007482211
33917_at,-0.066005623
33918_s_at,0.000953452
33919_at,-0.100562095
33920_at,0.077245385
33921_at,0.010697115
33922_at,0.017271897
33923_s_at,0.038201134
33924_at,-0.02496072
33925_at,-0.013607131
33926_at,-0.036363508
33927_i_at,0.059993762
33928_r_at,0.01443425
33929_at,-0.109224007
33930_at,0.022469619
33931_at,0.036595834
33932_at,0.029663721
33933_at,-0.015410651
33934_at,0.074730499
33935_at,0.033258992
33936_at,-0.004023976
33937_at,0.005003907
33938_g_at,-0.0292583
33939_at,0.003848624
33940_at,-0.023848003
33941_at,-0.003877391
33942_s_at,-0.149959192
33943_at,-0.005237022
33944_at,-0.042054194
33945_at,0.016747136
33946_at,0.015349434
33947_at,0.00302703
33948_at,0.007593531
33949_at,0.029912555
33950_g_at,-0.00648919
33951_at,-0.018659796
33952_at,0.005711515
33953_at,0.011141202
33954_at,-0.016954158
33955_at,0.08091439
33956_at,-0.2289864
33957_at,0.045240716
33958_at,0.038363501
33959_at,0.094728199
33960_s_at,0.006482127
33961_at,0.000286409
33962_at,-0.003084338
33963_at,-0.006799605
33964_at,-0.00615087
33965_at,-0.006796433
33966_at,0.005268077
33967_at,-0.000451318
33968_at,0.105652812
33969_at,0.028811682
33970_at,0.727429037
33971_f_at,0.004597904
33972_r_at,0.019789027
33973_at,0.028293593
33974_at,0.012202253
33975_at,0.050604535
33976_at,-0.003436824
33977_at,-0.029175063
33978_at,0.001172857
33979_at,-0.016338626
33980_at,0.009920749
33981_at,0.027615404
33982_f_at,-0.016761658
33983_at,0.041659012
33984_at,0.020522073
33985_s_at,0.091703336
33986_r_at,0.150543181
33987_at,0.042047623
33988_at,-0.019028311
33989_f_at,-0.059386782
33990_at,-0.000135879
33991_g_at,-0.853765177
33992_at,-0.939271837
33993_at,-0.005191494
33994_g_at,-0.018968898
33995_at,-0.002558941
33996_at,0.028007909
33997_at,0.102622732
33998_at,-0.921623269
33999_f_at,-0.004712335
340_at,-0.16906958
34000_r_at,-0.012437734
34001_at,0.16610352
34002_at,0.023973503
34003_at,-0.033886675
34004_at,0.055361692
34005_at,0.016485263
34006_s_at,0.008754707
34007_at,-0.020943819
34008_at,0.001592935
34009_at,0.182560669
34010_at,0.08315798
34011_at,0.011671694
34012_at,0.047166428
34013_f_at,0.015592086
34014_f_at,0.033122662
34015_at,-0.048387254
34016_s_at,-0.075205181
34017_s_at,-0.052668009
34018_at,0.02173218
34019_at,-0.012523339
34020_at,0.071681057
34021_at,0.031133684
34022_at,0.033998781
34023_at,0.034328575
34024_at,0.010668256
34025_at,0.034278922
34026_at,0.03468626
34027_f_at,0.046826042
34028_at,-0.05547161
34029_at,0.030826815
34030_at,0.014278231
34031_i_at,0.082520492
34032_at,0.025168396
34033_s_at,0
34034_at,0.084147155
34035_at,0.082066486
34036_at,0.063985245
34037_at,0.01542804
34038_at,0.006447199
34039_at,0.068821431
34040_s_at,0.031066486
34041_at,0.006721635
34042_at,0.008023122
34043_at,0.003965501
34044_at,0.021175492
34045_at,0.014763526
34046_at,0.019017055
34047_at,0.006250556
34048_at,0.038665714
34049_at,0.048982995
34050_at,0.028579856
34051_at,0.014757112
34052_at,0.1070027
34053_at,0.054049374
34054_at,-0.037633114
34055_at,0.044904716
34056_g_at,-0.014105257
34057_at,0.03200916
34058_at,-0.013399398
34059_at,-0.027877095
34060_g_at,-0.02663302
34061_at,0.013042654
34062_at,0.044016267
34063_at,0.001922712
34064_s_at,-0.000478037
34065_at,0.035374637
34066_at,1.01E-05
34067_at,-0.00147598
34068_f_at,0.393385086
34069_s_at,0.009598543
34070_s_at,-0.009858011
34071_at,0.000566865
34072_s_at,0.012727524
34073_s_at,0.02477872
34074_s_at,0.037179491
34075_at,-0.007904695
34076_at,0.018264383
34077_at,0.012310142
34078_s_at,0.001243913
34079_at,0.001488813
34080_at,0.01869475
34081_at,0.016410085
34082_at,-0.034045936
34083_at,0.069547888
34084_at,-0.047018744
34085_at,0.021698548
34086_at,-0.00352495
34087_at,-0.03476692
34088_at,-0.011656834
34089_at,-0.011084366
34090_at,0.036795508
34091_s_at,-0.135887089
34092_at,0.001006884
34093_at,0.00478254
34094_i_at,0.032801813
34095_f_at,0.006531795
34096_at,0.160269329
34097_at,0.047733367
34098_f_at,0.01888823
34099_f_at,0.028340221
341_at,0.011819272
34100_at,0.016954683
34101_at,0.02859042
34102_at,0.018089647
34103_at,0.054573773
34104_i_at,-0.000168484
34105_f_at,-0.002486834
34106_at,-0.043021116
34107_at,-0.01132541
34108_g_at,0.000316461
34109_at,0.027998667
34110_g_at,-0.034589295
34111_s_at,0.006264493
34112_r_at,-0.020260778
34113_at,0.067097323
34114_at,0.046171886
34115_at,0.008558634
34116_at,0.019266175
34117_at,-0.0354907
34118_at,0.099402122
34119_at,-0.010018085
34120_r_at,0.052225134
34121_at,0.044896948
34122_at,-0.009467054
34123_at,0.148738476
34124_at,0.01519225
34125_at,0.014929076
34126_at,0.013914124
34127_at,0.006097288
34128_at,-0.00421608
34129_at,0
34130_at,0.010993233
34131_at,0.02066507
34132_at,0.04800925
34133_at,-0.013105807
34134_at,0.004593736
34135_at,0.03779817
34136_s_at,0.058071338
34137_at,0.004626439
34138_at,0.00174995
34139_at,0.003750485
34140_at,0.01254687
34141_at,0.032021167
34142_at,0.016789618
34143_at,0.045054757
34144_at,-0.019029216
34145_at,-0.013522727
34146_at,-0.00422287
34147_g_at,0.003168754
34148_at,0.004988868
34149_at,0.062006107
34150_at,0.012801292
34151_at,0.02437478
34152_at,0.00750248
34153_at,0.010979184
34154_at,-0.008847412
34155_s_at,-0.260553185
34156_i_at,0.072484931
34157_f_at,0.092398455
34158_s_at,0.071129173
34159_at,0.00053368
34160_at,-0.07170679
34161_at,0.00619842
34162_at,-0.256867399
34163_g_at,-0.557240862
34164_at,0.005903349
34165_at,0.021107928
34166_at,-0.006665669
34167_s_at,0.007835615
34168_at,-0.071457068
34169_s_at,-0.028847364
34170_s_at,-0.044052042
34171_at,0.030807999
34172_s_at,-0.007614692
34173_s_at,0.032445279
34174_s_at,-0.05341381
34175_r_at,0.199997656
34176_at,0.079093629
34177_at,0.025491655
34178_at,0.007629276
34179_at,-0.004184504
34180_at,-0.126218822
34181_at,-0.033878446
34182_at,0.022558225
34183_at,6.59E-05
34184_at,0.000794966
34185_at,-0.045215887
34186_at,-0.003272718
34187_at,-0.021779748
34188_at,-0.03027997
34189_at,0.00299397
34190_at,0.43136537
34191_at,0.086132951
34192_at,-0.014758636
34193_at,0.050490972
34194_at,0.043334002
34195_at,0.02202726
34196_at,0.072726191
34197_at,0.000640766
34198_at,-0.262675603
34199_at,0.055847497
342_at,-0.443786927
34200_at,0.029707547
34201_at,0.01787347
34202_at,-0.331093162
34203_at,0.032042284
34204_at,0.032291662
34205_at,-0.012213181
34206_at,0.029442802
34207_at,-0.006461307
34208_at,0.05291869
34209_at,0.016741605
34210_at,0.335845713
34211_at,-0.016471074
34212_at,0.000263408
34213_at,-0.146504196
34214_at,-0.023503654
34215_at,-0.010890889
34216_at,-0.034396583
34217_at,-0.059336168
34218_at,0.029700987
34219_at,0.0167158
34220_at,-0.027363364
34221_at,0.014747344
34222_at,0.021831287
34223_at,0.007200231
34224_at,0.09570355
34225_at,0.046989385
34226_at,-0.104925991
34227_i_at,-0.04580017
34228_r_at,0.020825872
34229_s_at,0.000921873
34230_r_at,0.005401788
34231_at,-0.010525191
34232_at,-0.004434448
34233_i_at,0.095380979
34234_f_at,0.199230165
34235_at,0.025632256
34236_at,0.002216001
34237_at,0.044421317
34238_at,-0.125528975
34239_at,-0.101043955
34240_s_at,-0.026789237
34241_at,-0.002341448
34242_at,-0.009755469
34243_i_at,0.007643433
34244_r_at,0.037268717
34245_at,0.012261043
34246_at,-0.095638296
34247_at,-0.027080014
34248_at,-0.009897837
34249_at,-0.009693225
34250_at,-0.00675295
34251_at,0.042461789
34252_at,0.048448377
34253_at,0.034020987
34254_at,0.026699837
34255_at,0.050209591
34256_at,-0.029116717
34257_at,0.027243575
34258_at,0.060612675
34259_at,0.057019871
34260_at,0.044522726
34261_at,0.107204172
34262_at,-0.076760511
34263_s_at,-0.201940848
34264_at,0.032751719
34265_at,-0.219655497
34266_at,0.073291486
34267_r_at,0.397330888
34268_at,-0.013867232
34269_at,0.035356506
34270_at,0.058708412
34271_at,0.09471841
34272_at,-0.044171914
34273_at,-0.019604837
34274_at,0.094758642
34275_s_at,0.060789105
34276_at,-0.20485633
34277_at,0.013929765
34278_at,0.040735603
34279_at,-0.127889154
34280_at,0.157657036
34281_at,-0.081255087
34282_at,-0.045081021
34283_at,-0.280426486
34284_at,0.016087191
34285_at,0.123656835
34286_at,0.139988753
34287_at,-0.011145502
34288_at,-0.126064227
34289_f_at,0.056642979
34290_f_at,0.06490932
34291_at,0.102725837
34292_at,-0.01222894
34293_at,0.00221578
34294_at,0.035077444
34295_at,0.127055345
34296_at,-0.131109677
34297_at,-0.273829768
34298_at,-0.004528893
34299_at,-0.104119562
343_s_at,-0.253530225
34300_at,-0.051454585
34301_r_at,-0.046014336
34302_at,0.059598949
34303_at,-0.040666588
34304_s_at,-0.061928946
34305_at,0.036669948
34306_at,0.086336461
34307_at,-0.049085845
34308_at,0.283166205
34309_at,0.011886386
34310_at,0.077780416
34311_at,-0.344890323
34312_at,-0.29222952
34313_at,-0.076022447
34314_at,0.097127631
34315_at,0.098046184
34316_at,0.062875705
34317_g_at,0.008448869
34318_at,-0.100064126
34319_at,-0.045447647
34320_at,0.003086317
34321_i_at,-0.013451097
34322_r_at,0.035653403
34323_at,0.099757618
34324_at,-0.013097447
34325_at,0.142479678
34326_at,0.022113864
34327_at,0.034586142
34328_s_at,0.019434112
34329_at,-0.00844935
34330_at,0.047023004
34331_at,0.016485567
34332_at,0.021626888
34333_at,-0.005361135
34334_at,-0.032255686
34335_at,-0.317581016
34336_at,0.042124675
34337_s_at,0.129329302
34338_at,-0.060081774
34339_at,-0.111007987
34340_at,-0.021671673
34341_at,0.036836492
34342_s_at,-0.686900451
34343_at,0.422919948
34344_at,0.036735233
34345_at,0.020412102
34346_at,0.025905107
34347_at,-0.032866351
34348_at,-0.189523452
34349_at,0.056309639
34350_at,-0.045063234
34351_at,-0.007559347
34352_at,0.011406386
34353_at,0.044766362
34354_at,-0.020911071
34355_at,0.034489898
34356_at,-0.073159924
34357_g_at,0.005450116
34358_at,0.092215611
34359_at,0.223305735
34360_s_at,0.189205509
34361_at,-0.005481138
34362_at,-0.012080473
34363_at,-0.485915301
34364_at,0.055747147
34365_at,0.016121257
34366_g_at,0.144773635
34367_at,-0.035536734
34368_at,0.051348932
34369_at,0.14256612
34370_at,-0.027716273
34371_at,0.080082311
34372_at,-0.01281452
34373_at,-0.026127228
34374_g_at,-0.020991752
34375_at,-0.057063333
34376_at,-0.261684927
34377_at,-0.011569527
34378_at,-0.059214683
34379_at,0.057428675
34380_at,0.05149581
34381_at,0.035758707
34382_at,0
34383_at,0.028186594
34384_at,-0.086565644
34385_at,0.012707098
34386_at,0.052491902
34387_at,-0.022403942
34388_at,-0.103800656
34389_at,-0.0186299
34390_at,-0.192453786
34391_at,0.020800907
34392_s_at,-0.013343416
34393_r_at,0.000293591
34394_at,-0.034704516
34395_at,0.051117141
34396_at,-0.007416573
34397_at,-0.000899934
34398_at,0.018370675
34399_at,0.031797211
344_s_at,-0.028801413
34400_at,0.049850645
34401_at,0.077650519
34402_at,-0.021161472
34403_at,0.068582298
34404_at,-0.132333435
34405_at,-0.027273489
34406_at,-0.048201893
34407_at,-0.090173773
34408_at,0.048614489
34409_at,-0.024932349
34410_at,0.065726152
34411_at,-0.024173696
34412_s_at,0.380521804
34413_at,0.013342416
34414_at,0.047370881
34415_at,0.010046217
34416_at,0.014589207
34417_at,-0.441932327
34418_at,0.061113317
34419_at,0.042086526
34420_at,0.092552047
34421_g_at,0.018394303
34422_r_at,0.029479999
34423_at,-0.044346675
34424_at,0.03463973
34425_at,-0.015780548
34426_at,0.025135783
34427_g_at,0.000857546
34428_at,0.031618162
34429_at,0.007896519
34430_at,0.006819874
34431_at,0.034810067
34432_at,0.115552423
34433_at,0.053939677
34434_at,0.002467426
34435_at,-0.001647657
34436_at,0.040863159
34437_at,0.046614791
34438_at,0.003411867
34439_at,0.078565972
34440_at,0.004128128
34441_at,0.014960325
34442_at,0.005275657
34443_at,0.010478017
34444_at,0.067819155
34445_at,0.027850966
34446_at,0.162513752
34447_at,0.002493685
34448_s_at,0.027671998
34449_at,0.019251545
34450_at,0.039223283
34451_at,-0.005686652
34452_at,0.074035778
34453_at,0.007677387
34454_r_at,-0.01061157
34455_at,0.004098818
34456_s_at,0.038499552
34457_at,-0.004625218
34458_at,-0.016297927
34459_at,0.028495278
34460_at,-0.008155243
34461_at,0.052490654
34462_at,-0.009433866
34463_at,-0.010930487
34464_at,0.010639265
34465_at,-0.007228679
34466_at,0.024150826
34467_g_at,0.007394223
34468_at,0.031850214
34469_at,0.020099498
34470_at,0.011776727
34471_at,0.000381801
34472_at,-0.538618636
34473_at,0.036558559
34474_at,-0.007208252
34475_at,0.013477931
34476_r_at,0.017402884
34477_at,-0.029656828
34478_at,-0.005741812
34479_at,-0.004795679
34480_at,0.001757981
34481_at,-0.013286313
34482_at,0.106948335
34483_at,0.046585317
34484_at,-0.071839592
34485_r_at,-0.017748699
34486_at,0.029715619
34487_at,-1.15E-06
34488_i_at,-0.000672894
34489_f_at,0.015425221
34490_f_at,-0.031614693
34491_at,0
34492_at,0.041624979
34493_at,-0.011249994
34494_at,0.003064856
34495_r_at,-0.014934826
34496_at,0.017493692
34497_at,0.094556409
34498_at,0.070995764
34499_at,0.036381218
345_at,0.012578764
34500_at,0.0273819
34501_at,0.016449437
34502_g_at,-0.001284884
34503_at,-0.009748875
34504_at,0.0346949
34505_at,-0.002336276
34506_at,-0.009778275
34507_s_at,0.014004129
34508_r_at,-0.002863763
34509_at,0.054976743
34510_at,0.075835469
34511_s_at,0.054454608
34512_at,-0.032658501
34513_at,-0.013015224
34514_at,0.037672127
34515_g_at,0.046333318
34516_at,0.030991637
34517_at,-0.021284408
34518_at,0.05259181
34519_at,0.002923565
34520_at,-0.173865243
34521_at,0.001722282
34522_at,-0.008780456
34523_at,0.069727874
34524_at,-0.033067163
34525_at,-0.003374346
34526_s_at,-0.009582087
34527_r_at,-0.027476826
34528_at,-9.78E-05
34529_at,0.003333307
34530_at,0.046719887
34531_at,0.023031168
34532_at,0.003350161
34533_at,-0.004391888
34534_at,0.036149393
34535_at,0.081836279
34536_g_at,0.012088327
34537_at,0.011255641
34538_at,-0.010084929
34539_at,0.037252736
34540_at,0.01888501
34541_at,-0.011635146
34542_at,0.00790232
34543_at,-0.004697391
34544_at,0.054829443
34545_at,-0.002849579
34546_at,-0.003097436
34547_at,0.004411277
34548_at,0.016198909
34549_g_at,-0.018342729
34550_at,0.050068139
34551_at,0.078219428
34552_at,-0.006415852
34553_at,-0.006692443
34554_at,-0.00485362
34555_at,-0.014658855
34556_at,0.005690609
34557_at,-0.004955287
34558_at,0.014105495
34559_at,0.006288996
34560_at,0.010223929
34561_at,0.091175831
34562_at,0.051843601
34563_at,0.056215938
34564_at,0.029737083
34565_at,-0.000768254
34566_at,0.010099161
34567_at,0.065310088
34568_at,0.01194638
34569_at,0.010328427
34570_at,0.026535607
34571_at,0.020973607
34572_at,0.023658308
34573_at,-0.003567489
34574_at,-0.024779089
34575_f_at,0.162369267
34576_at,0.100549568
34577_at,0.116414523
34578_at,-0.002610171
34579_r_at,0.095179776
34580_at,0.002955788
34581_s_at,0.058686067
34582_at,0.008978099
34583_at,-0.014310704
34584_at,-0.016676976
34585_at,0.018210848
34586_s_at,0.012524933
