,x
36453_at,-0.170064135
36454_at,-0.392196561
36455_at,-0.370632121
36456_at,0.004346929
36457_at,0.116078639
36458_at,0.02342166
36459_at,-0.032060347
36460_at,0.154213328
36461_at,0.030241015
36462_at,0.026049523
36463_at,0.011132267
36464_at,0.047665126
36465_at,-0.017289672
36466_at,-0.008817863
36467_g_at,0.003383329
36468_at,-0.020213786
36469_at,-0.004833251
36470_s_at,-0.052663843
36471_f_at,-0.004337486
36472_at,0.13453365
36473_at,0.121868741
36474_at,0.015997966
36475_at,0.095043098
36476_at,0.034908221
36477_at,0.718468382
36478_at,0.037024203
36479_at,0.004516728
36480_at,0.006005138
36481_at,0.036608632
36482_s_at,0.066649157
36483_at,0.006925684
36484_at,-0.097855302
36485_at,0.008977453
36486_at,-0.048128278
36487_at,0.011337977
36488_at,-0.038028268
36489_at,0.045833369
36490_s_at,0.020069323
36491_at,-0.357283223
36492_at,0.094619579
36493_at,-0.138166503
36494_at,-0.0102588
36495_at,-0.1575508
36496_at,-0.281163386
36497_at,-0.214479049
36498_at,-0.007740668
36499_at,-0.092933529
365_at,-0.000607885
36500_at,0.063542658
36501_at,-0.014648921
36502_at,-0.441472548
36503_at,0.023834559
36504_at,0.077214348
36505_at,0.040601358
36506_at,0.003662373
36507_at,0.03576583
36508_at,-0.21056884
36509_at,-0.105725669
36510_at,0.107565171
36511_at,0.078357823
36512_at,-0.002704352
36513_at,-0.003740713
36514_at,-0.039822603
36515_at,0.026253272
36516_at,0.051844598
36517_at,0.076812612
36518_at,0.002745781
36519_at,0.035702766
36520_at,0.113288894
36521_at,-0.472992588
36522_at,-0.010292328
36523_at,0.035665273
36524_at,-0.046824323
36525_at,-0.061633247
36526_at,-0.016934926
36527_at,0.111628215
36528_at,0.098694538
36529_at,0.005716447
36530_g_at,-0.004644412
36531_r_at,0.01585716
36532_at,-0.042297962
36533_at,-0.088711337
36534_at,-0.022540964
36535_at,0.079671402
36536_at,-0.275341337
36537_at,-0.103999504
36538_at,-0.111825658
36539_at,0.00987604
36540_at,-0.034951536
36541_at,0.013411926
36542_at,0.006316429
36543_at,-0.340702317
36544_at,-0.00012456
36545_s_at,-0.052539985
36546_r_at,0.000166417
36547_r_at,-0.014679997
36548_at,-0.16719977
36549_at,0.084543656
36550_at,-0.405058646
36551_at,0.157361867
36552_at,-0.055318299
36553_at,0.007754013
36554_at,-0.006510506
36555_at,0.074399174
36556_at,0.001711266
36557_at,-6.76E-05
36558_at,-0.001029886
36559_g_at,0.025964197
36560_at,0.002929765
36561_at,0.118925402
36562_at,0.001444008
36563_at,0.020885162
36564_at,-0.010060083
36565_at,0.076280431
36566_at,0.004578452
36567_at,0.023640992
36568_at,0.060945443
36569_at,-0.033499397
36570_at,0.303019027
36571_at,0.00827564
36572_r_at,-0.049636609
36573_at,-0.002697115
36574_at,0.006918126
36575_at,0.023116171
36576_at,0.009409502
36577_at,-0.406867252
36578_at,-0.052677543
36579_at,-0.004522667
36580_at,0.050101114
36581_at,0.085018099
36582_g_at,0.088439883
36583_at,-0.009872439
36584_at,-0.524350765
36585_at,-0.134923316
36586_at,1.86E-05
36587_at,0.013305409
36588_at,-0.021608232
36589_at,-0.347918282
36590_at,-0.060786398
36591_at,0.100282259
36592_at,0.018838558
36593_at,0.03106966
36594_s_at,0.000608391
36595_s_at,-0.001819059
36596_r_at,-0.029028047
36597_at,0.10296006
36598_s_at,-0.011642747
36599_at,-0.008169792
366_s_at,0.096024884
36600_at,-0.097348739
36601_at,0.071606443
36602_at,0.055428892
36603_at,0.087900394
36604_at,0.073904629
36605_at,0.016603429
36606_at,-0.634988589
36607_at,0.016572664
36608_at,0.020365997
36609_at,-0.050801679
36610_at,0.043015132
36611_at,0.003912869
36612_at,-0.190381528
36613_at,0.009018793
36614_at,-0.025327758
36615_at,-0.04897087
36616_at,0.009734944
36617_at,-0.083192915
36618_g_at,-0.110233332
36619_r_at,-0.024680063
36620_at,0.07821731
36621_at,-0.617639992
36622_at,-1.037381858
36623_at,-0.024620353
36624_at,0.011992216
36625_at,-0.218073396
36626_at,-0.01926998
36627_at,-0.066356981
36628_at,0.08965871
36629_at,-0.182794008
36630_at,-0.017556211
36631_at,0.017300552
36632_at,-0.058522645
36633_at,-0.03503833
36634_at,-0.070612973
36635_at,0.069232973
36636_at,0.136634344
36637_at,0.079977766
36638_at,-0.703420938
36639_at,0.025878431
36640_at,0.025653714
36641_at,0.018181521
36642_at,0.006926657
36643_at,-0.058965001
36644_at,-0.027368971
36645_at,-0.010420636
36646_at,0.065952102
36647_at,-0.001282258
36648_at,0.002927877
36649_at,0.132724563
36650_at,-0.089608566
36651_at,-0.011080811
36652_at,0.0110691
36653_g_at,0.043038458
36654_s_at,-0.001916501
36655_at,-0.066261154
36656_at,0.027779499
36657_at,-0.165315305
36658_at,-0.02057401
36659_at,-0.177698259
36660_at,0.039631216
36661_s_at,-0.001662119
36662_at,-0.001892946
36663_at,0.028996527
36664_at,0.02501096
36665_at,0.054859836
36666_at,-0.04089157
36667_at,-0.163677744
36668_at,-0.073955799
36669_at,-0.009979255
36670_at,0.03407675
36671_at,0.232069308
36672_at,-0.041913641
36673_at,-0.059560598
36674_at,0.025879207
36675_r_at,-0.020830076
36676_at,-0.006654466
36677_at,-0.000137918
36678_at,0.021900536
36679_at,-0.000590492
36680_at,0.04241323
36681_at,-0.035196354
36682_at,-0.008646877
36683_at,-0.02761219
36684_at,0.026549199
36685_at,0.063568036
36686_at,-0.135938466
36687_at,0.095172564
36688_at,0.037097972
36689_at,-0.129642376
36690_at,-0.042689881
36691_at,-0.006849001
36692_at,-0.015012765
36693_at,0.040837961
36694_at,-0.101160254
36695_at,0.008057005
36696_at,0.051039471
36697_g_at,0.055288052
36698_at,0.062394289
36699_at,-0.009267064
367_at,0.047470724
36700_at,-0.008996885
36701_at,0.023143573
36702_at,0.011629868
36703_at,0.000884668
36704_at,0.056663936
36705_at,0.005239675
36706_at,0.008221262
36707_s_at,-0.002928647
36708_at,-0.105423657
36709_at,0.014751694
36710_at,0.004585887
36711_at,-0.142232655
36712_at,0.021568336
36713_at,0.16775138
36714_at,0.056505068
36715_at,0.01529712
36716_at,0.020000246
36717_at,0.194701682
36718_s_at,-0.157269824
36719_r_at,-0.105290571
36720_at,-0.051427165
36721_s_at,0.003993199
36722_s_at,0.002134553
36723_at,0.032641283
36724_s_at,0.07036161
36725_at,0.024786536
36726_at,0.047750087
36727_at,0.088423673
36728_at,0.005441526
36729_g_at,0.022968191
36730_at,0.019460458
36731_g_at,0.009741492
36732_at,0.045458963
36733_at,-0.079578695
36734_at,0.004806674
36735_f_at,0.038706307
36736_f_at,0.00688258
36737_at,-0.000752293
36738_at,0.027821914
36739_at,-0.075810771
36740_at,0.003163575
36741_at,0.076433306
36742_at,-0.035723313
36743_at,0.01301258
36744_at,-0.068694029
36745_at,0.004712039
36746_s_at,-0.053959227
36747_at,0.007253643
36748_at,0.032635898
36749_at,0.017230922
36750_at,0.019640384
36751_at,0.002784535
36752_at,0.064659784
36753_at,-0.016410194
36754_at,-0.017634099
36755_s_at,0.004012723
36756_at,0.041098062
36757_at,0.342521363
36758_at,0.06192789
36759_at,-0.057829323
36760_at,-0.030265323
36761_at,-0.01793559
36762_at,0.015370267
36763_at,0.018177379
36764_at,0.007667505
36765_at,-0.002384332
36766_at,0.003950073
36767_at,0.008511385
36768_at,0.111604879
36769_at,0.167042141
36770_at,0.008635395
36771_at,0.01122831
36772_at,0.083903905
36773_f_at,-0.023908038
36774_f_at,0.034150916
36775_f_at,0.013025511
36776_at,-0.007612533
36777_at,-0.057058959
36778_at,0.003162193
36779_at,0.011362245
36780_at,-0.362912489
36781_at,-0.632055203
36782_s_at,-0.111175032
36783_f_at,-0.047765088
36784_at,0.038086366
36785_at,-0.0606009
36786_at,0.029854185
36787_at,0.310208227
36788_at,0.079374734
36789_f_at,-0.003095981
36790_at,-0.20385707
36791_g_at,-0.181342225
36792_at,-0.191460994
36793_at,-0.046172085
36794_at,0.045215422
36795_at,0.002817106
36796_at,0.225393846
36797_at,0.039828674
36798_g_at,0.104187904
36799_at,-0.098503298
368_at,-0.210574062
36800_at,-0.031260759
36801_at,0.029058183
36802_at,0.076838717
36803_at,0.061322398
36804_at,-0.06697281
36805_s_at,0.07143759
36806_at,0.011937019
36807_at,-0.031659876
36808_at,-0.139291289
36809_at,0.039864725
36810_at,0.090615127
36811_at,-0.62701393
36812_at,-0.083195282
36813_at,0.032420912
36814_at,-0.08881335
36815_at,0.003283633
36816_s_at,-0.006494789
36817_at,0.057633194
36818_at,0.063316926
36819_at,-0.022296792
36820_r_at,0.034885836
36821_at,-0.072173952
36822_at,0.050764803
36823_at,-0.006937766
36824_at,0.044254013
36825_at,-0.074161229
36826_at,0.036770877
36827_at,0.007327535
36828_at,0.074212435
36829_at,-0.00857171
36830_at,0.00667445
36831_at,-0.01096873
36832_at,0.016014865
36833_at,0.013472312
36834_at,-0.25059086
36835_at,-0.008487602
36836_at,-0.042482575
36837_at,0.127403918
36838_at,0.003615055
36839_at,0.070390833
36840_at,0.089711853
36841_at,-0.012761863
36842_at,0.040587217
36843_at,0.069954057
36844_at,0.011495501
36845_at,0.061188881
36846_s_at,0.112303715
36847_r_at,0.099022585
36848_r_at,0.011410014
36849_at,-0.334523422
36850_at,0.01075573
36851_g_at,0.037014188
36852_at,0.064302323
36853_at,0.06056102
36854_s_at,0.050231922
36855_r_at,0.036214302
36856_at,-0.007521012
36857_at,0.141661069
36858_at,0.050738055
36859_at,0.029842271
36860_at,0.062716493
36861_at,-0.127500082
36862_at,0.04228343
36863_at,0.04873466
36864_at,0.077638456
36865_at,0.000514438
36866_at,-0.044132292
36867_at,-0.050486239
36868_at,0.013077669
36869_at,0.001311855
36870_at,0.006391079
36871_at,0.092977011
36872_at,-0.037413815
36873_at,-0.371957259
36874_at,-0.043352809
36875_at,0.056637604
36876_at,0.15829978
36877_at,0.090364282
36878_f_at,-0.036430829
36879_at,0.009384211
36880_at,0.118588103
36881_at,0.004582163
36882_at,0.013454325
36883_at,-0.01843471
36884_at,0.036830891
36885_at,0.078460159
36886_f_at,0.031087907
36887_f_at,0.011352422
36888_at,0.02112514
36889_at,0.048172026
36890_at,-0.105348015
36891_at,0.007442753
36892_at,-0.034043704
36893_at,0.031080155
36894_at,-0.01879727
36895_at,0.129966662
36896_s_at,-0.090448963
36897_at,0.011985834
36898_r_at,0.055495745
36899_at,-0.384271949
369_s_at,-0.063744997
36900_at,0.045016389
36901_at,-0.100256263
36902_at,0.120781917
36903_at,-0.089978963
36904_at,0.021667117
36905_at,0.051818582
36906_at,0.184493554
36907_at,-0.001946371
36908_at,-0.063811892
36909_at,0.042589285
36910_at,-0.007165896
36911_at,-0.27793143
36912_at,0.052357679
36913_at,0.125895013
36914_at,0.03840939
36915_at,-0.003185819
36916_at,-0.046447636
36917_at,0.076858268
36918_at,0.033734705
36919_r_at,-0.012802088
36920_at,0.002721059
36921_at,-0.280426865
36922_at,-0.006957314
36923_at,0.026675235
36924_r_at,-0.135171941
36925_at,-0.164674035
36926_at,0.063290478
36927_at,0.018869728
36928_at,0.067367842
36929_at,-0.040207054
36930_at,0.169152353
36931_at,-0.029499502
36932_at,0.028643707
36933_at,-0.378070658
36934_at,-0.02223685
36935_at,-0.131212708
36936_at,0.083661143
36937_s_at,0.042047162
36938_at,-0.008667693
36939_at,0.050666657
36940_at,0.023868079
36941_at,0.07105538
36942_at,-0.001474145
36943_r_at,0.211642416
36944_f_at,0.080586067
36945_at,0.042290726
36946_at,0.066420492
36947_s_at,-0.018603324
36948_at,0.042624808
36949_at,0.020560301
36950_at,-0.031769695
36951_at,0.056290353
36952_at,0.060221032
36953_at,-0.004289116
36954_at,0.046059975
36955_at,0.011620105
36956_at,-0.014340277
36957_at,0.13868233
36958_at,-0.013227047
36959_at,0.022770037
36960_at,-0.007556283
36961_at,0.061579442
36962_at,-0.020333159
36963_at,0.093707993
36964_at,-0.071389398
36965_at,-0.013966502
36966_at,0.028443922
36967_g_at,0.084791273
36968_s_at,0.11310183
36970_at,0.077572578
36971_at,-0.013131932
36972_at,0.002265726
36973_at,0.027453784
36974_at,0.018916004
36975_at,-0.051732444
36976_at,-0.447484705
36977_at,0.017239083
36978_at,0.084218278
36979_at,-0.106642258
36980_at,-0.392012575
36981_at,0.047439873
36982_at,0.101457746
36983_f_at,-0.05068421
36984_f_at,-0.217527294
36985_at,0.008768467
36986_at,0.016430804
36987_at,0.000406151
36988_at,-0.068726775
36989_at,-0.235822041
36990_at,-0.116787953
36991_at,0.049396432
36992_at,0.014958367
36993_at,-0.017637094
36994_at,0.013646145
36995_at,-0.235320515
36996_at,-0.04242176
36997_at,0.010566995
36998_s_at,0.038682304
36999_at,-0.009209089
370_at,-0.026145951
37000_at,0.138350846
37001_at,0.000963342
37002_at,0.228150293
37003_at,-0.015638393
37004_at,0.035163728
37005_at,-0.119215209
37006_at,-0.801141204
37007_at,-0.044185808
37008_r_at,-0.515631561
37009_at,0.133090268
37010_at,0.090691622
37011_at,0.038242428
37012_at,-0.015966199
37013_at,0.002005354
37014_at,-0.019947789
37015_at,-0.099857164
37016_at,0.027105338
37017_at,-0.02612225
37018_at,0.351347742
37019_at,-0.532139821
37020_at,0.051301326
37021_at,0.03987632
37022_at,-0.006875968
37023_at,0.018886744
37024_at,-0.692933326
37025_at,-0.391357474
37026_at,-0.055295698
37027_at,-0.196285824
37028_at,0.096723009
37029_at,0.106257129
37030_at,0.025894123
37031_at,-0.014709841
37032_at,-0.305507038
37033_s_at,-0.259183299
37034_at,0.013083707
37035_at,0.017730606
37036_at,0.079122123
37037_at,-0.184925946
37038_at,-0.119495183
37039_at,-0.022287245
37040_at,-0.01120666
37041_at,0.006685366
37042_at,-0.052834613
37043_at,-0.13124186
37044_at,-0.005774015
37045_at,0.034985928
37046_at,0.143403157
37047_at,-0.009449427
37048_at,-0.00719981
37049_g_at,-0.01167072
37050_r_at,0.016396165
37051_at,-0.044151023
37052_at,0.024261261
37053_at,0.018522507
37054_at,0.018110294
37055_at,-0.062469948
37056_at,0.062182161
37057_s_at,0.023856691
37058_at,0.020081036
37059_at,0.005791331
37060_at,0.057212156
37061_at,-0.003633354
37062_at,-0.034082566
37063_r_at,0.070874429
37064_at,0.013479215
37065_f_at,0.210006744
37066_at,-0.012908177
37067_at,0.015617553
37068_at,0.063084976
37069_at,0.004039137
37070_at,-0.000563264
37071_at,0.004136355
37072_at,0.003219568
37073_at,-0.057819966
37074_at,-0.075947894
37075_at,0.006595062
37076_at,0.022205873
37077_at,0.150394043
37078_at,-0.115502353
37079_at,0.006794281
37080_at,0.068122125
37081_at,0.015508911
37082_at,0.002131148
37083_s_at,0.058594637
37084_at,-0.030635863
37085_g_at,-0.003146154
37086_at,0.027206258
37087_at,0.077984037
37088_at,0.036383997
37089_at,0.018299606
37090_at,0.047682462
37091_g_at,0.032600432
37092_at,0.00180959
37093_at,0.033524648
37094_at,0.032929767
37095_r_at,0.001410263
37096_at,-0.108008835
37097_at,0.019556639
37098_at,0.114466846
37099_at,-0.012741957
371_at,0.01137564
37100_at,0.003364296
37101_at,0.027259942
37102_at,0.014568759
37103_at,0.013515522
37104_at,-0.089063065
37105_at,-0.046597456
37106_at,-0.229253281
37107_at,-0.085764844
37108_at,0.071176632
37109_at,0.004103736
37110_at,0.039581427
37111_g_at,-0.022213712
37112_at,0.003437802
37113_at,0.002602047
37114_at,-0.070368601
37115_at,-0.010201704
37116_at,0.034780797
37117_at,-0.061436139
37118_at,-0.01752369
37119_at,0.149022966
37120_at,0.042566275
37121_at,-0.003705222
37122_at,0.009423209
37123_at,0.086218629
37124_i_at,0.054391434
37125_f_at,0.015168436
37126_at,0.04153806
37127_at,0.093991293
37128_at,-0.000201172
37129_at,0.001066715
37130_g_at,0.003958858
37131_at,0.018444868
37132_at,0.016770976
37133_at,0.027151779
37134_f_at,0.002059808
37135_f_at,0.012181772
37136_at,-0.029926863
37137_at,0.040870639
37138_at,0.003148645
37139_at,-0.010520182
37140_s_at,-0.00615664
37141_at,-0.67379526
37142_at,-0.241630907
37143_s_at,0.082044115
37144_at,0.010545118
37145_at,0.019403639
37146_at,0.024178544
37147_at,0.026706142
37148_at,0.015789878
37149_s_at,-0.007191036
37150_at,0.053575314
37151_at,0.00270689
37152_at,-0.074480409
37153_at,0.027035372
37154_at,-0.004475022
37155_at,-0.01670209
37156_at,-0.083838306
37157_at,0.000319037
37158_at,-0.014173942
37159_at,0.023934637
37160_at,0.021402478
37161_at,-0.070523263
37162_at,0.055213726
37163_at,-0.037779573
37164_at,0.142532724
37165_f_at,0.062408845
37166_at,-0.012142774
37167_at,-0.029021714
37168_at,0.054708019
37169_at,0.008956874
37170_at,0.371873432
37171_at,-0.041688968
37172_at,-0.042406985
37173_at,0.101972258
37174_at,0.100451867
37175_at,-0.087068015
37176_at,-0.091691858
37177_at,0.090402224
37178_at,0.007552439
37179_at,0.350389949
37180_at,-0.026175091
37181_at,0.004141756
37182_at,0.004991853
37183_at,-0.007325537
37184_at,-0.026195444
37185_at,-0.259384387
37186_s_at,0.004180514
37187_at,0.10683861
37188_at,0.041182845
37189_at,-0.005909736
37190_at,-0.021545942
37191_at,-0.004048896
37192_at,0.00969852
37193_at,0.046427447
37194_at,0.292755649
37195_at,-0.010722343
37196_at,0.01280071
37197_s_at,0.0878094
37198_r_at,0.022063595
37199_at,0.055563168
372_f_at,-0.007647492
37200_at,0.036050872
37201_at,0.009481227
37202_at,-0.37201211
37203_at,-0.153287006
37204_at,-0.065286092
37205_at,-0.060166523
37206_at,-0.023803923
37207_at,-0.034081743
37208_at,-0.016327742
37209_g_at,0.001172474
37210_at,-0.031566389
37211_at,-0.062232926
37212_at,0.012313842
37213_at,-0.004500645
37214_g_at,-0.006274913
37215_at,-0.342349506
37216_at,-0.013098187
37217_at,0.100774149
37218_at,-0.014457275
37219_at,0.037331014
37220_at,0.068501473
37221_at,0.415893982
37222_at,0.029834352
37223_at,-0.061669553
37224_at,0.042563385
37225_at,-0.45926349
37226_at,0.059974541
37227_at,0.020058192
37228_at,0.004981092
37229_at,-0.033386734
37230_at,0.083564494
37231_at,0.05995448
37232_at,0.008627826
37233_at,-0.035850843
37234_at,0.00825581
37235_g_at,-0.042485702
37236_at,0.084197807
37237_at,0.018094964
37238_s_at,0.028101833
37239_r_at,0.001515735
37240_at,0.009537322
37241_at,-0.236331132
37242_at,-0.126739145
37243_at,-0.012180803
37244_at,0.112962499
37245_at,0.012770144
37246_at,-0.003224417
37247_at,0.052414287
37248_at,-0.042172338
37249_at,-0.093804917
37250_at,0.096851661
37251_s_at,-0.298192824
37252_at,0.003947637
37253_at,0.225762111
37254_at,-0.030631496
37255_at,0.069003504
37256_at,0.018118037
37257_at,0.02227978
37258_at,-0.190816938
37259_at,0.029682323
37260_at,0.02875339
37261_g_at,0.011528809
37262_at,0.019490106
37263_at,0.02165996
37264_at,-0.015604627
37265_at,-0.046218435
37266_at,0.049902734
37267_at,0.021652637
37268_at,0.000437757
37269_at,0.09624125
37270_at,0.012092723
37271_at,-0.018495139
37272_at,-0.144602392
37273_at,0.003300357
37274_at,-0.04241782
37275_at,0.112732186
37276_at,-0.067163034
37277_at,0.048754274
37278_at,0.000511813
37279_at,-0.331519381
37280_at,-0.151996037
37281_at,0.068457732
37282_at,0.098225426
37283_at,-0.410304938
37284_at,-0.002332511
37285_at,0.087359797
37286_at,-0.379133526
37287_at,-0.047569778
37288_g_at,-0.019524105
37289_at,0.102944536
37290_at,-0.015000621
37291_r_at,-0.045646256
37292_at,-0.039477181
37293_at,0.042772064
37294_at,-0.100801478
37295_at,0.055237887
37296_at,-0.005533934
37297_at,0.108874608
37298_at,-0.033468399
37299_at,-0.049280946
373_at,0.013944942
37300_at,-0.032937101
37301_at,0.068885833
37302_at,-0.004454094
37303_at,-0.0838046
37304_at,-0.082885873
37305_at,0.136158534
37306_at,-0.044156121
37307_at,-0.102681152
37308_at,-0.075295806
37309_at,-0.051866608
37310_at,-0.25747337
37311_at,0.114048055
37312_at,0.001924224
37313_at,0.024763459
37314_at,0.058306745
37315_f_at,-0.026791309
37316_r_at,-0.037383227
37317_at,0.008022445
37318_at,0.039136343
37319_at,-0.606216894
37320_at,0.032325714
37321_at,0.043057583
37322_s_at,0.057280516
37323_r_at,0.00292901
37324_at,0.02997779
37325_at,0.026277596
37326_at,-0.01661861
37327_at,-0.141231241
37328_at,-7.81E-05
37329_at,0.081465988
37330_at,0.004320616
37331_g_at,0.024306327
37332_r_at,0.015917138
37333_at,0.028097746
37334_at,0.040644548
37335_at,0.053293451
37336_at,-0.039651321
37337_at,0.09665517
37338_at,-0.007014548
37339_at,-0.039111049
37340_at,0.009679851
37341_at,-0.039499267
37342_s_at,-0.046452464
37343_at,-0.062031665
37344_at,-0.009950258
37345_at,-0.042882404
37346_at,0.009378976
37347_at,0.042220975
37348_s_at,-0.054355566
37349_r_at,0.009830338
37350_at,0.012247276
37351_at,-0.205838114
37352_at,0.024003777
37353_g_at,0.064821276
37354_at,0.042096446
37355_at,0.022371927
37356_r_at,0.012364221
37357_at,0.047032696
37358_at,0.013413957
37359_at,0.01612321
37360_at,-0.048537095
37361_at,-0.022561724
37362_at,-0.046414396
37363_at,-0.224118598
37364_at,0.012409931
37365_at,-0.043412087
37366_at,0.071505675
37367_at,0.083209169
37368_at,0.008260533
37369_s_at,-0.008823714
37370_i_at,0.001394959
37371_at,0.022486198
37372_at,0.008913993
37373_at,-0.059067281
37374_at,-0.331972041
37375_at,-0.012365989
37376_at,0.086872246
37377_i_at,-0.005094564
37378_r_at,-0.011098012
37379_at,0.138722028
37380_at,0.115574029
37381_g_at,0.089048733
37382_at,0.068729243
37383_f_at,-0.380233877
37384_at,0.159211126
37385_at,0.134419366
37386_i_at,0.003913865
37387_r_at,-0.011528295
37388_at,-0.171837
37389_at,0.068224861
37390_at,0.02856879
37391_at,-0.032638156
37392_at,0.06451927
37393_at,-0.044549075
37394_at,0.03615895
37395_at,0.098974078
37396_at,0.037404881
37397_at,0.036372662
37398_at,0.077868173
37399_at,-0.16006592
374_f_at,-0.006917209
37400_at,-0.014559426
37401_g_at,0.020328647
37402_at,0.222843032
37403_at,0.135916681
37404_at,-0.003471549
37405_at,0.037146729
37406_at,0.060010039
37407_s_at,0.025691871
37408_at,-0.030562653
37409_at,0.018733154
37410_at,-0.000198878
37411_at,0.000502797
37412_at,0.143839874
37413_at,-0.002366778
37414_at,-0.00613769
37415_at,-0.005797047
37416_at,-0.078380732
37417_at,-0.008432556
37418_at,0.009031182
37419_g_at,0.00599779
37420_i_at,-0.082921235
37421_f_at,-0.144376456
37422_at,-0.257476437
37423_at,-0.008601989
37424_at,0.046598946
37425_g_at,0.024987759
37426_at,-0.356802241
37427_at,0.017705222
37428_at,-0.01428937
37429_g_at,-0.040569645
37430_at,0.011147634
37431_at,-0.005109721
37432_g_at,-0.007211329
37433_at,-0.027550073
37434_at,-0.004004501
37435_s_at,0.000259738
37436_at,0.063896121
37437_at,-0.079597449
37438_at,-0.011997656
37439_at,0.018748084
37440_at,0.00172277
37441_at,0.062957181
37442_at,-0.031530631
37443_at,0.032266234
37444_at,-0.009311342
37445_at,0.070877359
37446_at,-0.064928558
37447_at,0.007290286
37448_s_at,-0.10784234
37449_i_at,-0.10764095
37450_r_at,-0.114166211
37451_at,-0.023830367
37452_at,0.010435489
37453_at,0.046197489
37454_at,-0.000457469
37455_at,0.008061528
37456_at,-0.017367019
37457_at,0.005156594
37458_at,0.193099453
37459_at,-0.084039501
37460_at,-0.007778331
37461_at,0.016697746
37462_i_at,0.061432472
37463_r_at,-0.009781861
37464_at,0.013793439
37465_at,0.008890411
37466_at,-0.047744987
37467_at,0.019061229
37468_at,0.180217852
37469_at,0.041075335
37470_at,-0.017561515
37471_at,0.091389181
37472_at,-0.032901554
37473_at,0.00803143
37474_at,0.154960126
37475_at,0.01215128
37476_at,0.054955456
37477_at,0
37478_at,0.001672612
37479_at,-0.00345509
37480_at,-0.001457634
37481_at,0.043716416
37482_at,-0.072089507
37483_at,-0.031583267
37484_at,-0.165106377
37485_at,0.081711711
37486_f_at,-0.117800504
37487_at,0.003612268
37488_at,-0.020906776
37489_s_at,0.003032428
37490_at,-0.001980983
37491_at,0.025357433
37492_at,-0.030637401
37493_at,-0.062210023
37494_at,-0.003380223
37495_at,0.07600915
37496_at,0.011840321
37497_at,0.274792668
37498_at,-0.026217181
37499_at,0.003139204
375_at,0.012627619
37500_at,0.121075463
37501_at,0.145171421
37502_at,0.001387131
37503_at,0.027244553
37504_at,-0.012378151
37505_at,-0.120997026
37506_at,0.175974574
37507_i_at,0.089416502
37508_f_at,0.173121819
37509_at,0.112715522
37510_at,-0.016688081
37511_at,0.009992764
37512_at,-0.029343056
37513_at,-0.170676815
37514_s_at,0.002547611
37515_at,0.0083647
37516_at,0.072049721
37517_at,-0.03667708
37518_at,0.034574198
37519_at,-0.083027892
37520_at,0.146886687
37521_s_at,0.101820493
37522_r_at,0.205571678
37523_at,0.037152098
37524_at,-0.07390127
37525_at,0.020244565
37526_at,0.004606169
37527_at,-0.05819916
37528_at,-0.097935459
37529_at,0.004456859
37530_s_at,0.199200089
37531_at,-0.016312042
37532_at,0.11486287
37533_r_at,-0.033763629
37534_at,-0.434402058
37535_at,0.001456008
37536_at,-0.028025907
37537_at,-0.032611696
37538_at,-0.009209697
37539_at,-0.118951679
37540_at,0.000317641
37541_at,-0.003363055
37542_at,-0.134969056
37543_at,-0.007365636
37544_at,-0.070740585
37545_at,-0.046456399
37546_r_at,0.052470963
37547_at,-0.023926572
37548_at,0.009695826
37549_g_at,-0.048320797
37550_at,-0.052895463
37551_at,-0.000287338
37552_at,0.088043612
37553_at,-0.009909842
37554_at,-0.021116029
37555_at,0.139580548
37556_at,-0.014538703
37557_at,0.096041351
37558_at,0.006945399
37559_at,0.017253346
37560_at,-0.060409544
37561_at,0.017987463
37562_at,-0.004209106
37563_at,0.002328981
37564_at,0.042886852
37565_at,-0.251479465
37566_at,0.00775851
37567_at,0.038744808
37568_at,0.061001276
37569_at,0.017222035
37570_at,0.016993394
37571_at,-0.021359447
37572_at,0.024358889
37573_at,-0.070566524
37574_at,-0.10555286
37575_at,0.035695004
37576_at,-0.375708495
37577_at,0.126155585
37578_at,-0.178496515
37579_at,-0.104497975
37580_at,0.185688776
37581_at,0.037747425
37582_at,-0.063118181
37583_at,-0.079603051
37584_at,-0.043161951
37585_at,0.09016699
37586_at,0.027625647
37587_at,-0.005947149
37588_s_at,-0.002400041
37589_at,0.001076977
37590_g_at,-0.019705135
37591_at,0.04784371
37592_at,0.064588724
37593_at,-0.023318585
37594_at,0.036846987
37595_at,0.035430087
37596_at,0.066928155
37597_s_at,0.024819381
37598_at,-0.111685955
37599_at,-0.079419061
376_at,-0.626315117
37600_at,0.030000116
37601_at,0.024416574
37602_at,0.000411635
37603_at,-0.05205533
37604_at,-0.270364963
37605_at,-0.028346874
37606_at,0.045594006
37607_at,0.06621848
37608_g_at,0.005987247
37609_at,0.049916989
37610_at,0.042374431
37611_at,-0.666254125
37612_at,0.019536069
37613_at,0.063346454
37614_g_at,-0.37345045
37615_at,0.094770823
37616_at,-0.103373811
37617_at,-0.054018281
37618_at,0.040673694
37619_at,0.017620423
37620_at,0.05960213
37621_at,-0.184386663
37622_r_at,-0.074087849
37623_at,0.00958057
37624_at,0.026720752
37625_at,-0.265225461
37626_at,0.064674479
37627_g_at,0.019839998
37628_at,-0.025086118
37629_at,0.098987536
37630_at,-0.015408567
37631_at,-0.164068485
37632_s_at,0.263999833
37633_s_at,0.005570675
37634_at,0.026781542
37635_at,0.049161869
37636_at,-0.004098038
37637_at,-0.105949118
37638_at,-0.123137095
